facebookUrl,profileName,date,text,label,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,M Febyan Richo,2023-09-13T10:45:32.000Z,"Banyak yg minta kehadirannya keberbagai wilayah mereka agar mungkin dapat melihat secara langsung situasi kondisi keadaan wilayahnya,sayangnya beliau hanya manusia biasa yg jg pasti punya batas kemampuan tenaganya utk meninjau satu persatu,ttpi mungkin dgn pikiran dan program2 beliau bs menjadi kepanjangan tangan utk hal itu,krn keterbatasan waktu menjabatnya hanya 2 priode..jika diberi kesampatan lebih mungkin beliau dapat menyelesaikan permasalahan yg terjdi utk indonesia lbh maju lagi..terima kasih utk pak jokowi,.is the best",Ham,426
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Rizqina Shahab Bsa,2023-09-13T10:27:54.000Z,Asal harganya terjangkau masyarakat pasti mau naik KCJB ini Pak.. 😊,Ham,174
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Siswoyo Pos,2023-09-13T10:16:24.000Z,Mantap pake banget lagi 👍👍👍👍👍,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Romulus Panjaitan,2023-09-13T10:06:35.000Z,Keren pak 👍👍👍,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Lord of Red,2023-09-13T09:41:39.000Z,Every family has that 1 person who brakes the circle of financially struggles for the entire family and dat person is u reading this,Spam,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Nurfaish Egy,2023-09-13T09:47:53.000Z,Keren Alhamdulillah Indonesia dah lbh maju transportasinya semoga Akan tersambung kedaerah2 lainya diseluruh Indonesia,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Wahid,2023-09-13T10:16:30.000Z,Pak turun ke rempang saat ini msalh rempang prioritas dengarkan jeritan masyarakat disana,Spam,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Suparyana,2023-09-14T09:12:30.000Z,Semoga penggantinya nanti bisa melanjutkan program program yang sudah dilaksanakan .tentunya yang baik di lanjutkan yang kurang baik dievaluasi.,Spam,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Eufrasia Djereng,2023-09-13T09:49:18.000Z,Sukses  bapak presiden......utk pembangunan dan transportasi.....utk memudahkan perjalanan,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Salim Latuconsina,2023-09-13T10:21:27.000Z,"Kreen pak presidenku
Sehat2 sllu ya🤲🤲👍👍",Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Haji Rasid,2023-09-13T10:05:23.000Z,"Mantap pk prsden,alhamdllah",Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Qimien Nagan,2023-09-13T10:38:48.000Z,"Semoga bermanfaat bagi masyarakat Indonesia pak., bravo Aceh",Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Pittor Hutabarat,2023-09-13T09:48:24.000Z,Sehat selalu pak.,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yuliana Ana,2023-09-13T10:17:58.000Z,Luar biasa Bapa..👍👍,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Azmi Ishak,2023-09-13T10:17:01.000Z,Mantap keren 👌👍,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Indo Nanova,2023-09-13T10:28:52.000Z,Keren....super speed.....,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Habib Setiadi,2023-09-14T03:29:25.000Z,"Gasss,,, polll... Barrakallaahh 👍👍👍👍👍👍👍",Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Robertus M,2023-09-13T10:36:19.000Z,"Keren pak,namun harapan dari kami rakyat jelata semoga bpk,bisa melanjutkan dgn 3 periode.agar bangsa dan negara kesatuan RI kedepannya semakin maju.",Spam,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Ajimank Nada,2023-09-13T12:22:44.000Z,Kalau saja beliau memimpin Negari ini lbh lama sy yakin kemajuan akan lbh lagi. Smg penggantinya setara beliau sehingga kereta cepat bisa nyambung ke Surabaya atau daerah lainnya.,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Husni Fuad,2023-09-13T10:03:19.000Z,Izin pak .. pantura pak di hidupkan kembali keretanya semarang -demak -kudus -pati -rembang - tuban dst . Terimakasih.,Spam,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Akpulo,2023-09-13T09:41:27.000Z,Mantap kl mau ramai keretacepat. Harga lebihmurah dr negara lain dan korting harga K,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Isharum Dwihastuti,2023-09-13T14:23:51.000Z,Alhamdulillah..... terima kasih pak Jokowi dan semoga pak Jokowi sehat selalu serta senantiasa selalu dilindungi oleh Allah SWT ...... Aamiin Yaa Robbal Aalamiin 🤲,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Dharma Putra,2023-09-13T11:24:42.000Z,Muncul satu nanti akan muncul yang lainnya… semoga yg lain kebagian juga dilintasi kereta cepat..,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Muhammad Alvan Shiddiq,2023-09-13T11:07:49.000Z,"Saya sangat senang dengan kedatangan bapak , Apalagi antusias masyarakat menyambut kedatangan bapak Sekaligus Saya Lebih senang bisa bertemu langsung Semoga bapak sehat selalu...",Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yati Katamona,2023-09-14T10:24:55.000Z,Keren Pak👍👍👍,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Galih Merta,2023-09-14T02:59:50.000Z,Salam rahayu buat bpak prsiden dlam mnjlkn tugas2 negara semoga di lancrkn.. 🙏,Ham,
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Away Smasher,2023-09-13T10:08:09.000Z,Amazing....... JOKOWI is the best,Ham,
